Longitude,Latitude,Cluster
45.336603,14.410511,4
43.6936,7.278989,4
43.695121,7.273764,4
43.695144,7.271962,4
55.973287,-2.426744,1
40.740363,44.867241,0
54.320872,10.136402,3
42.988278,-0.429604,2
42.988278,-0.429604,2
47.250797,11.401233,4
39.472872,-6.371125,2
47.796211,-4.354492,1
43.267823,-2.933864,2
34.910655,33.637536,0
34.911875,33.637927,0
47.621264,10.611655,4
39.455555,-0.352184,2
51.606566,-1.745861,1
51.605625,-1.745559,1
51.605611,-1.74558,1
51.605564,-1.745647,1
51.605564,-1.745647,1
51.605564,-1.745647,1
51.605548,-1.745662,1
51.605537,-1.745648,1
51.605479,-1.745684,1
47.295076,23.875196,0
51.369027,-0.171071,1
51.369027,-0.171071,1
51.952835,4.553854,1
50.527252,6.095913,4
53.744694,-1.450017,1
53.744694,-1.450017,1
45.459363,6.744875,4
48.805208,9.526946,4
51.054135,3.731027,1
53.415027,-4.333231,1
38.679158,-9.171634,2
48.497813,2.339572,1
48.497813,2.339572,1
44.470502,26.082615,0
44.427313,26.088087,0
48.498102,2.339388,1
49.46185,6.014633,4
46.210291,13.527588,4
46.21123,13.528502,4
46.212841,13.532638,4
43.758286,7.089388,4
46.218844,13.551494,4
46.222513,13.547266,4
46.213638,13.559636,4
46.218005,13.552958,4
45.572405,13.857933,4
45.563108,13.859158,4
53.346105,-6.238173,1
42.182737,2.487555,2
42.18282,2.487287,2
42.146466,2.542948,2
42.181115,2.488714,2
47.532557,19.081234,4
38.018636,12.498022,0
44.714352,20.515863,0
47.558172,7.58818,4
55.030206,11.945966,3
51.682369,-1.787456,1
51.682369,-1.787456,1
41.890234,12.49212,0
52.29364,4.741061,1
51.682369,-1.787456,1
53.637563,-2.813481,1
41.191411,-1.781458,2
41.191411,-1.781458,2
41.191411,-1.781458,2
41.191411,-1.781458,2
51.796605,-9.666417,1
51.682286,-1.78627,1
51.681994,-1.7869,1
51.681994,-1.7869,1
41.152077,-8.609884,2
45.552069,8.050283,4
51.681994,-1.7869,1
41.891944,12.514722,0
51.681994,-1.7869,1
53.637619,-2.813745,1
53.637805,-2.813239,1
51.015105,-2.636956,1
51.682319,-1.786145,1
51.682319,-1.786145,1
42.115547,-8.812633,2
51.682133,-1.787339,1
51.682369,-1.787456,1
53.63778,-2.812937,1
51.35785,0.260195,1
51.682327,-1.787503,1
50.966858,13.312992,3
50.591516,12.572989,3
51.35785,0.260195,1
51.682133,-1.787339,1
53.311672,-0.060274,1
41.890234,12.49212,0
51.358185,0.258586,1
49.449036,11.087233,4
49.45323,11.076766,4
41.890234,12.49212,0
43.385978,-8.406579,2
41.890234,12.49212,0
51.359408,0.264648,1
41.890234,12.49212,0
47.200663,14.748136,4
41.890234,12.49212,0
48.49909,2.341289,1
51.358212,0.264476,1
41.362058,2.104611,2
48.464584,9.226402,4
54.985355,-3.169581,1
54.985261,-3.170773,1
54.985338,-3.170445,1
54.985336,-3.170442,1
50.049927,8.564458,4
50.049716,8.564097,4
50.049858,8.564352,4
53.311916,-0.062141,1
53.311916,-0.062141,1
41.776264,-7.351571,2
41.30631,-4.914729,2
41.30631,-4.914729,2
41.30631,-4.914729,2
52.189249,-1.480276,1
52.18923,-1.480431,1
41.30631,-4.914729,2
41.30631,-4.914729,2
41.30631,-4.914729,2
41.30631,-4.914729,2
43.317824,11.328792,4
43.317824,11.328792,4
43.317824,11.328792,4
54.259133,-2.832702,1
54.259133,-2.832702,1
53.250217,10.408279,3
53.95205,10.865619,3
53.251449,10.41314,3
53.251449,10.41314,3
53.250904,10.410071,3
53.251449,10.41314,3
52.248619,21.013258,3
40.16833,-3.693545,2
45.438205,12.342216,4
46.502209,11.73108,4
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
43.317895,11.329253,4
40.632844,-4.002982,2
43.318347,11.329447,4
43.318347,11.329447,4
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
50.116335,8.699476,4
50.116335,8.699476,4
50.116335,8.699476,4
56.139444,25.532222,3
56.139722,25.531944,3
45.935497,0.643944,2
45.936222,0.643888,2
51.467563,-0.447092,1
51.461948,-0.446405,1
51.464929,-0.449795,1
45.936227,0.643891,2
50.548147,-3.494532,1
38.018636,12.498022,0
53.962429,-1.091326,1
53.965907,-1.083912,1
53.966001,-1.084266,1
53.956104,-1.077679,1
53.957038,-1.078151,1
53.690022,-1.838126,1
53.690022,-1.838126,1
53.684872,-1.826864,1
53.708155,-1.282534,1
53.693088,-1.253095,1
53.680677,-1.053731,1
53.591044,-0.988962,1
53.513413,-0.302514,1
53.497947,-0.305139,1
45.931202,1.035811,2
41.005416,28.973616,0
47.900584,-4.368513,1
45.650572,13.767297,4
45.648783,13.768927,4
46.047291,9.622922,4
52.262999,5.162989,1
42.410286,27.7028,0
49.11278,13.132975,4
53.72368,-2.112637,1
53.713794,-2.095778,1
53.77418,-2.24727,1
57.595944,9.976566,3
53.745416,-2.181064,1
53.738997,-2.166275,1
53.732861,-2.143012,1
53.72368,-2.112637,1
47.764869,-1.974062,1
47.764869,-1.974062,1
47.169191,9.480085,4
47.764869,-1.974062,1
47.282657,-2.211363,1
51.225686,6.776268,4
41.413754,2.152268,2
50.086913,14.408762,3
48.359664,-4.779675,1
53.288975,-1.8645,1
51.125138,-0.01958,1
48.071111,11.617777,4
51.667772,5.143776,1
59.131474,18.117012,3
51.682238,-1.787431,1
51.682238,-1.787431,1
54.41665,-4.364506,1
54.262069,-4.46275,1
54.262069,-4.46275,1
44.168807,0.288573,2
47.837386,-4.350639,1
55.110427,-3.372153,1
55.110488,-3.372248,1
53.179707,-2.612986,1
42.516486,3.10608,2
53.523097,9.937719,3
53.752888,-2.364234,1
53.752961,-2.363953,1
53.753569,-2.363295,1
53.752736,-2.363812,1
53.752888,-2.364234,1
53.75273,-2.361906,1
53.753077,-2.361937,1
59.097619,11.270627,3
53.752888,-2.364234,1
57.695847,11.954922,3
57.696736,12.04295,3
57.371308,12.413486,3
41.903172,12.490047,0
40.634627,14.603211,0
46.980022,7.036636,4
48.688814,6.174273,4
52.904631,-4.333323,1
48.290146,-0.601415,1
47.51093,19.057459,4
47.51093,19.057459,4
52.20398,0.111988,1
52.904637,-4.333312,1
37.920911,-2.990003,2
37.92068,-2.990587,2
37.92068,-2.990587,2
37.92068,-2.990587,2
37.921036,-2.990206,2
37.920911,-2.989998,2
47.257777,11.350833,4
46.538472,11.65125,4
46.532016,11.62978,4
46.555472,11.617319,4
46.547516,11.607602,4
46.563333,11.621388,4
46.499722,11.356666,4
46.554166,11.658888,4
46.554166,11.658888,4
46.554166,11.658611,4
46.554166,11.658888,4
46.552499,11.66,4
46.527777,11.619444,4
46.529444,11.599722,4
46.529444,11.599444,4
46.554444,11.658611,4
46.538611,11.634722,4
46.541388,11.668055,4
46.515277,11.684444,4
50.088937,14.414277,3
46.525833,11.710277,4
46.534722,11.691944,4
50.328696,19.124117,3
50.328696,19.124117,3
50.326039,19.133386,3
50.009001,2.035568,1
50.327285,19.129041,3
50.327285,19.129041,3
50.327285,19.129041,3
50.327285,19.129041,3
50.327285,19.129041,3
50.327285,19.129041,3
42.988577,-1.006123,2
53.75488,-2.361703,1
53.755577,-2.362142,1
53.755636,-2.3651,1
53.753988,-2.367667,1
45.872666,6.464338,4
41.717426,2.934175,2
41.717426,2.934175,2
41.717794,2.933499,2
42.716978,12.112963,0
39.864194,-0.068943,2
39.864194,-0.068943,2
39.864194,-0.068943,2
39.864194,-0.068943,2
39.864194,-0.068943,2
39.864194,-0.068943,2
39.864194,-0.068943,2
39.864194,-0.068943,2
39.864194,-0.068943,2
39.864194,-0.068943,2
39.864194,-0.068943,2
39.864194,-0.068943,2
39.864194,-0.068943,2
39.864194,-0.068943,2
39.864194,-0.068943,2
39.864194,-0.068943,2
39.864194,-0.068943,2
39.864194,-0.068943,2
39.864194,-0.068943,2
39.864194,-0.068943,2
39.864194,-0.068943,2
39.864194,-0.068943,2
39.864194,-0.068943,2
39.864194,-0.068943,2
54.079924,12.088769,3
50.363847,-4.181976,1
50.368097,-4.187567,1
50.386052,-4.194856,1
50.398427,-4.210912,1
51.686663,5.304513,1
53.070766,8.832116,3
51.546688,3.633927,1
54.842747,9.402744,3
54.792866,9.437683,3
54.830702,9.543552,3
54.751738,9.862824,3
54.479197,9.846577,3
54.438849,10.176986,3
54.369269,10.154041,3
54.368422,10.12208,3
54.036219,10.448308,3
48.397553,16.209511,4
48.397553,16.209511,4
53.645875,10.546177,3
53.542733,9.930333,3
53.554572,10.005841,3
53.547019,10.002138,3
53.362216,10.204205,3
53.303966,10.181494,3
53.54118,8.57835,3
53.863408,8.594697,3
53.517697,8.403622,3
53.175361,6.973852,3
53.218863,6.567988,1
53.30473,6.494494,1
53.325458,5.991638,1
53.171949,5.417044,1
52.774272,5.105355,1
52.772766,5.113108,1
52.522372,5.425336,1
52.35903,4.883847,1
52.363961,4.892188,1
52.063288,4.218125,1
52.085075,4.30418,1
52.011897,4.358558,1
51.91968,4.503352,1
51.940163,4.85388,1
52.01198,4.710636,1
52.00415,4.745244,1
52.09065,5.105355,1
40.945638,-4.120095,2
40.945569,-4.12012,2
55.667283,12.532627,3
55.668597,12.538158,3
55.681572,12.574822,3
55.615936,11.911191,3
55.383786,11.535113,3
55.29978,10.852572,3
55.396277,10.38038,3
55.506608,9.727202,3
55.506425,9.726786,3
55.691641,9.663275,3
55.686066,9.617719,3
55.793463,9.829925,3
55.793411,9.829811,3
56.53465,8.119072,3
56.497938,8.120383,3
56.34978,8.122805,3
56.308238,8.156286,3
55.868422,8.15918,3
55.814963,8.192102,3
55.609905,8.204238,3
55.487494,8.411375,3
55.327683,8.761438,3
51.249503,0.630555,1
51.491257,-0.12734,1
59.351586,6.233197,3
59.261861,6.159386,3
58.990619,6.138113,3
58.986011,6.186738,3
58.986388,6.18813,3
59.019058,6.040597,3
58.971302,5.730291,1
58.883858,5.604713,1
58.666763,5.550888,1
58.460811,6.001641,3
58.323088,6.284794,3
58.332077,6.358252,3
58.289547,6.43763,3
58.289813,6.44175,3
58.28223,6.484991,3
58.270958,6.814811,3
58.139125,6.605502,3
58.077408,6.712794,3
50.360397,-4.742959,1
50.361355,-4.744445,1
52.411336,-1.509628,1
37.906513,-6.235684,2
44.28043,8.43805,4
51.50623,-0.128612,1
51.50623,-0.128612,1
55.78873,-4.618814,1
55.788747,-4.618773,1
55.788608,-4.618973,1
40.950197,-4.126362,2
40.950683,-4.126448,2
40.950169,-4.124173,2
38.018636,12.498022,0
37.376002,-5.987073,2
50.820186,-0.144345,1
50.820186,-0.144345,1
48.884713,2.338952,1
41.890234,12.49212,0
41.890234,12.49212,0
41.890234,12.49212,0
41.38539,2.172267,2
48.387333,15.521377,4
50.375083,2.766087,1
43.117611,5.801963,4
48.865455,2.779315,1
48.235428,4.115999,4
58.94591,23.537017,3
53.543235,9.983718,3
45.555838,8.074243,4
45.555838,8.074243,4
45.555838,8.074243,4
45.555109,8.074575,4
51.50197,-0.113561,1
45.555838,8.074243,4
45.555838,8.074243,4
45.555838,8.074243,4
45.555838,8.074243,4
45.555838,8.074243,4
45.555838,8.074243,4
52.648284,0.690164,1
45.555838,8.074243,4
45.555838,8.074243,4
45.555838,8.074243,4
45.555838,8.074243,4
45.555838,8.074243,4
45.555838,8.074243,4
45.555838,8.074243,4
45.555838,8.074243,4
45.555838,8.074243,4
45.555838,8.074243,4
48.117402,16.626176,4
45.302222,3.946944,4
36.979158,-3.12444,2
36.979158,-3.12444,2
48.432703,0.101076,1
46.889164,7.522448,4
46.889164,7.522448,4
45.821911,0.820238,2
50.206219,7.336527,4
50.207427,7.336625,4
50.086783,14.409245,3
52.962598,-2.202833,1
45.821911,0.820238,2
48.867107,2.354668,1
48.867107,2.354668,1
52.07625,-3.126812,1
46.889164,7.522448,4
46.889164,7.522448,4
46.889164,7.522448,4
45.818569,6.411811,4
38.630016,-0.004187,2
49.37807,10.177858,4
49.377953,10.177886,4
45.464052,9.189997,4
47.049947,15.149419,4
43.469443,11.04304,4
45.767522,4.830833,4
45.768513,4.842555,4
45.767436,4.830649,4
45.760416,4.858916,4
43.540398,-7.036528,2
40.415901,-3.714687,2
47.011041,15.210394,4
40.416414,-3.714666,2
50.085499,14.391027,3
45.072793,7.686223,4
50.638333,5.575883,4
48.581587,7.747968,4
44.701959,10.629959,4
48.580117,7.739385,4
48.580117,7.742968,4
48.581601,7.741552,4
48.580394,7.743709,4
48.580132,7.744438,4
53.233658,-0.538856,1
53.229447,-0.540353,1
53.228605,-0.541695,1
53.227675,-0.543575,1
53.227675,-0.543578,1
53.227672,-0.543592,1
53.227672,-0.543587,1
53.227677,-0.543578,1
53.227661,-0.543573,1
53.227663,-0.543573,1
53.228605,-0.547095,1
53.227672,-0.543595,1
53.227683,-0.543581,1
53.227672,-0.543581,1
41.362058,2.104611,2
53.227683,-0.543581,1
53.227686,-0.543584,1
53.227677,-0.543589,1
53.227661,-0.543578,1
53.228708,-0.547328,1
53.227588,-0.543609,1
53.227594,-0.543606,1
53.228705,-0.547331,1
53.228161,-0.54322,1
53.227675,-0.543603,1
53.228405,-0.546612,1
53.230163,-0.549006,1
53.228475,-0.543067,1
37.582668,12.825057,0
37.582668,12.825057,0
41.596286,15.813933,0
53.22848,-0.539409,1
53.22848,-0.539406,1
53.228488,-0.5394,1
53.228497,-0.539931,1
53.2285,-0.539931,1
47.382822,10.878113,4
53.228702,-0.542273,1
53.228594,-0.540117,1
53.22853,-0.540534,1
48.204746,16.368156,4
48.204746,16.368156,4
48.204746,16.368156,4
53.465833,-2.338889,1
50.639477,-2.063178,1
53.23353,-0.538806,1
53.231736,-0.539212,1
53.231897,-0.539078,1
53.23443,-0.538584,1
48.878278,2.360215,1
48.57446,13.473819,4
48.57446,13.473819,4
48.57446,13.473819,4
51.516234,11.965194,3
51.526147,11.960839,3
49.974965,-5.231561,1
52.238376,-0.59633,1
43.616439,3.157024,2
47.68794,17.633272,4
47.68794,17.633272,4
47.692894,9.26966,4
37.178099,-3.585737,2
46.409705,8.076766,4
46.579277,8.386963,4
53.234425,-0.535948,1
53.234425,-0.535948,1
53.234425,-0.535948,1
53.234211,-0.53627,1
53.234425,-0.535948,1
53.234425,-0.535948,1
53.234425,-0.535948,1
53.234425,-0.535948,1
53.234425,-0.535948,1
53.234425,-0.535948,1
55.979339,-3.610167,1
51.370266,-0.40265,1
53.013533,-3.277087,1
53.013611,-3.276995,1
51.370236,-0.402787,1
53.235055,-0.539928,1
53.235472,-0.541362,1
53.23475,-0.539814,1
53.234794,-0.540087,1
53.235677,-0.542628,1
53.235577,-0.541828,1
53.013469,-3.277156,1
53.234277,-0.540637,1
53.234236,-0.540823,1
53.234425,-0.541031,1
53.234427,-0.541045,1
53.234238,-0.540912,1
53.234236,-0.54092,1
53.23423,-0.540623,1
41.972912,3.210979,2
41.977367,3.210754,2
41.977367,3.210754,2
53.23433,-0.540756,1
53.234327,-0.540587,1
53.234455,-0.540598,1
53.234483,-0.540734,1
53.234508,-0.540753,1
53.234508,-0.540998,1
53.234438,-0.540984,1
53.234383,-0.54082,1
53.234391,-0.540728,1
53.23433,-0.54052,1
53.234344,-0.540531,1
53.234444,-0.540712,1
53.234516,-0.541131,1
53.234427,-0.540925,1
53.234416,-0.540923,1
53.234486,-0.540828,1
53.234177,-0.540192,1
53.234136,-0.540445,1
53.234186,-0.541145,1
53.234352,-0.541531,1
53.234375,-0.541598,1
53.234244,-0.541773,1
53.234208,-0.541623,1
53.234341,-0.541548,1
53.23433,-0.541556,1
53.234302,-0.541623,1
53.234333,-0.541631,1
53.2343,-0.540028,1
53.23423,-0.540106,1
53.234144,-0.540673,1
53.234202,-0.541228,1
37.92129,-2.993034,2
37.921315,-2.992272,2
53.235305,-0.539645,1
53.23518,-0.539714,1
53.23585,-0.542114,1
53.235861,-0.542089,1
53.235622,-0.540809,1
53.235327,-0.539628,1
53.23525,-0.539723,1
53.235302,-0.539762,1
53.235086,-0.539664,1
53.234661,-0.539756,1
53.235372,-0.539895,1
55.5928,12.994916,3
53.234469,-0.538537,1
53.234294,-0.537689,1
58.957876,-3.301252,1
53.237227,-0.538095,1
53.237313,-0.538103,1
53.237172,-0.538312,1
43.775381,11.253549,4
43.775381,11.253549,4
43.775381,11.253549,4
43.775381,11.253549,4
53.008214,-0.894645,1
53.005773,-0.894345,1
41.890234,12.49212,0
43.777051,11.277219,4
40.783546,17.240028,0
53.961148,-1.091341,1
41.914311,12.492369,0
42.052661,2.504672,2
54.259133,-2.832702,1
52.681507,0.855796,1
49.763532,0.366947,1
52.386012,4.887135,1
51.081817,17.028615,3
54.018025,11.436252,3
45.303055,3.948888,4
44.302767,9.210426,4
52.436194,5.076963,1
50.087326,14.420864,3
50.087326,14.420864,3
46.311638,14.063122,4
52.938697,-1.199537,1
42.182101,2.488853,2
42.182101,2.488853,2
42.182133,2.488081,2
45.188634,24.039856,0
45.991655,0.320172,2
45.991647,0.320172,2
52.279788,-1.585187,1
45.983647,0.309419,2
51.787953,-2.845705,1
51.787953,-2.845705,1
51.787953,-2.845705,1
51.787953,-2.845705,1
51.787953,-2.845705,1
51.801197,-2.848527,1
45.984013,0.312872,2
51.793905,-2.906731,1
51.787953,-2.845705,1
51.787953,-2.845705,1
51.482488,-3.181787,1
36.552784,29.420818,0
36.552784,29.420818,0
36.552784,29.420818,0
36.552784,29.420818,0
36.552784,29.420818,0
45.981616,0.303258,2
45.982086,0.305402,2
50.347815,-4.259519,1
51.510879,-0.086871,1
43.316888,11.334705,4
54.748705,-8.559439,1
54.838752,-8.453698,1
44.968255,1.033527,2
52.20383,10.510319,3
52.20383,10.510319,3
53.963811,-1.085801,1
53.952809,-1.09507,1
53.956331,-1.094394,1
36.476719,29.400699,0
37.051974,28.322829,0
40.351728,18.169369,0
50.721038,-2.804934,1
43.268417,-2.936975,2
43.268417,-2.936975,2
44.499058,11.341047,4
44.489805,11.343336,4
54.536745,18.499732,3
43.735212,7.423689,4
43.734995,7.425255,4
43.736685,7.418582,4
43.736344,7.426843,4
43.736941,7.421307,4
44.340025,11.707928,4
44.340025,11.707928,4
44.340025,11.707928,4
44.340025,11.707928,4
44.340025,11.707928,4
44.340025,11.707928,4
44.340025,11.707928,4
41.940219,-7.437475,2
41.940219,-7.437475,2
41.940219,-7.437475,2
41.940219,-7.437475,2
41.940219,-7.437475,2
41.940219,-7.437475,2
41.940219,-7.437475,2
41.940219,-7.437475,2
41.940219,-7.437475,2
40.558486,16.662858,0
41.940219,-7.437475,2
41.940219,-7.437475,2
51.192136,0.261436,1
50.58654,3.884224,1
51.967102,-2.038198,1
51.926316,-2.062689,1
51.9896,-1.928484,1
50.116335,8.699476,4
50.116335,8.699476,4
50.116335,8.699476,4
50.116335,8.699476,4
50.116335,8.699476,4
50.116335,8.699476,4
50.116335,8.699476,4
51.533197,0.714391,1
51.535336,0.713911,1
51.533241,0.712669,1
50.958336,6.972586,4
51.533822,0.714461,1
51.53335,0.714655,1
51.535336,0.713911,1
51.536102,0.713786,1
51.536436,0.713677,1
51.537486,0.714436,1
51.538261,0.713061,1
51.537111,0.713544,1
51.538852,0.712736,1
51.538725,0.712824,1
51.539175,0.712569,1
51.540069,0.712177,1
50.958336,6.972586,4
51.538966,0.714002,1
51.540119,0.713786,1
51.540141,0.712663,1
50.958336,6.972586,4
50.958336,6.972586,4
50.958336,6.972586,4
50.958336,6.972586,4
55.722379,14.017782,3
43.184338,3.001477,2
46.889164,7.522448,4
46.889164,7.522448,4
54.214695,-2.52086,1
47.315302,18.782702,4
51.343249,-2.981092,1
44.767249,9.392559,4
37.734824,29.125002,0
52.417331,9.660158,3
52.417331,9.660158,3
53.157341,9.932434,3
54.173827,10.564277,3
53.499872,-1.113234,1
56.124606,10.117506,3
37.384231,-5.989567,2
55.860616,-4.257878,1
55.860616,-4.257878,1
55.860616,-4.257878,1
51.340416,6.600645,4
51.340416,6.600645,4
47.200619,14.748241,4
47.200525,14.748238,4
47.20063,14.748347,4
50.116335,8.699476,4
50.116335,8.699476,4
50.116335,8.699476,4
43.342494,17.813043,0
50.450129,30.52342,3
41.190852,0.735222,2
41.191525,0.734072,2
46.193961,8.987385,4
42.651688,18.044363,0
42.650415,18.043213,0
42.648463,18.043977,0
41.143486,-8.611191,2
55.413843,-1.707386,1
36.756413,28.266183,0
36.756344,28.266091,0
36.756386,28.266102,0
36.75573,28.264813,0
36.756225,28.265022,0
36.756213,28.265094,0
36.756094,28.266911,0
51.508461,-0.125248,1
47.50905,19.045153,4
47.50905,19.045153,4
53.462694,-9.796137,1
52.048759,-1.783776,1
44.340025,11.707928,4
44.340025,11.707928,4
44.340025,11.707928,4
44.340025,11.707928,4
44.340025,11.707928,4
44.340025,11.707928,4
44.340025,11.707928,4
44.340025,11.707928,4
44.340025,11.707928,4
44.340025,11.707928,4
50.801613,-1.109462,1
54.904383,-1.384577,1
50.582005,3.891441,1
54.904433,-1.3827,1
55.946928,-3.380645,1
55.947733,-3.37969,1
55.944814,-3.336646,1
50.958336,6.972586,4
54.904272,-1.385811,1
42.832941,-2.684408,2
54.904402,-1.383451,1
41.193783,0.778425,2
52.086873,6.027925,1
41.201286,0.802852,2
41.202266,0.800675,2
41.202366,0.800741,2
41.201302,0.785669,2
41.195641,0.780802,2
41.195041,0.777505,2
41.193547,0.778261,2
48.453371,10.086178,4
49.680577,8.621757,4
49.654149,8.56734,4
52.238494,-0.596158,1
48.204746,16.368156,4
51.363613,1.024694,1
48.580555,5.957005,4
48.580555,5.957005,4
48.580616,5.957069,4
48.58055,5.957105,4
48.208759,16.370551,4
48.580605,5.95703,4
35.887195,14.524011,0
35.892523,14.516909,0
35.892905,14.517123,0
36.053614,14.188209,0
36.053614,14.188209,0
36.024053,14.299585,0
36.053614,14.188209,0
35.880854,14.522037,0
50.801705,-1.109545,1
50.801547,-1.109423,1
50.801516,-1.109348,1
52.645772,0.686686,1
54.195775,-2.902815,1
39.279133,21.681047,0
52.066287,-1.022983,1
51.885597,0.901308,1
51.885597,0.901308,1
52.066287,-1.022983,1
52.086922,-0.320081,1
49.693202,4.947205,4
45.398738,11.876472,4
39.364302,22.937391,0
57.808405,-5.670661,1
37.315055,-8.554208,2
37.315055,-8.554208,2
53.465833,-2.338889,1
38.981563,-0.18269,2
38.287393,-0.55365,2
52.011988,4.360061,1
41.138144,-8.609095,2
39.279199,21.683136,0
53.957475,10.882536,3
37.920786,-2.991887,2
37.920769,-2.991848,2
37.920497,-2.991314,2
45.467715,9.20459,4
51.109705,17.030694,3
51.109588,17.031052,3
51.110777,17.031558,3
50.611417,-3.400783,1
56.687753,-5.182537,1
56.6876,-5.182633,1
56.68755,-5.182637,1
56.687533,-5.18268,1
56.687558,-5.182697,1
56.68768,-5.182458,1
56.722775,-5.232597,1
56.822155,-5.107522,1
56.897878,-4.943992,1
57.324088,-4.444533,1
57.323963,-4.444028,1
57.324238,-4.443992,1
57.324555,-4.443995,1
52.34828,-1.591837,1
47.617561,10.615324,4
48.831736,2.286454,1
48.832774,2.287505,1
48.832951,2.287838,1
48.832132,2.287312,1
48.831108,2.285596,1
50.840678,4.35557,1
49.947516,16.15979,3
53.954469,-1.077072,1
50.736088,0.233094,1
50.433276,18.953862,3
36.462222,25.379722,0
53.080075,-4.106462,1
51.257222,-2.644445,1
50.260981,-3.856641,1
50.260775,-3.856254,1
51.343249,-2.981092,1
45.852507,9.398074,4
45.852507,9.398074,4
45.852507,9.398074,4
45.852507,9.398074,4
38.71888,-9.479948,2
52.64528,5.056307,1
48.565924,2.714138,1
37.32728,-5.843445,2
37.328297,-5.843284,2
37.328908,-5.843537,2
37.328938,-5.843489,2
50.850011,12.890492,3
37.870761,-6.674673,2
37.871108,-6.674717,2
37.871022,-6.674773,2
37.871108,-6.674717,2
37.871022,-6.674773,2
37.871002,-6.674739,2
37.870891,-6.674698,2
37.870747,-6.674587,2
37.870819,-6.674687,2
37.871002,-6.67472,2
37.871027,-6.674789,2
37.871027,-6.674789,2
37.871027,-6.674789,2
37.871022,-6.674803,2
37.871022,-6.674803,2
37.871063,-6.674853,2
37.871075,-6.674803,2
37.871075,-6.674803,2
37.871077,-6.674803,2
37.871077,-6.674803,2
37.87108,-6.674812,2
37.87108,-6.674812,2
37.871061,-6.67477,2
37.871138,-6.674837,2
37.871075,-6.674931,2
37.870922,-6.675039,2
37.870922,-6.675039,2
37.870922,-6.675039,2
37.870955,-6.675048,2
37.870955,-6.675048,2
37.87095,-6.674937,2
37.87095,-6.674937,2
37.870952,-6.674881,2
37.870952,-6.674881,2
37.870805,-6.674662,2
37.870805,-6.674662,2
37.87075,-6.674725,2
37.870786,-6.674703,2
37.870813,-6.67467,2
37.870813,-6.67467,2
37.870761,-6.674673,2
43.09441,11.782686,4
43.09441,11.782686,4
55.86318,-3.552406,1
54.355168,12.40777,3
45.542983,10.225138,4
45.992161,0.303863,2
45.983902,0.312619,2
47.66468,1.532644,1
45.19663,24.044684,0
45.99978,0.322852,2
51.50758,-0.127887,1
46.000336,0.324122,2
46.000436,0.324308,2
46.000358,0.323644,2
45.938388,0.644011,2
45.938372,0.644016,2
45.937019,0.644352,2
51.50758,-0.127887,1
48.142838,11.580513,4
54.638255,-8.145862,1
52.089846,6.032938,1
45.6517,13.773594,4
46.223461,6.120425,4
49.781991,6.298717,4
51.2104,-2.643795,1
51.210377,-2.643992,1
51.210472,-2.643378,1
51.210113,-2.643984,1
51.210425,-2.643689,1
51.210388,-2.644175,1
51.210388,-2.644175,1
51.210425,-2.643689,1
51.210533,-2.643323,1
51.210425,-2.643689,1
53.12618,-1.418266,1
53.130635,-1.422171,1
45.177726,5.662744,4
45.177726,5.662744,4
51.532172,0.717961,1
51.532194,0.716505,1
51.532288,0.714919,1
51.532175,0.716449,1
51.532152,0.71735,1
51.947908,-3.701845,1
51.532455,0.713944,1
51.533219,0.713052,1
53.133287,-1.429477,1
51.532572,0.722327,1
53.133287,-1.429477,1
51.532936,0.719572,1
51.532675,0.721388,1
51.532877,0.720508,1
53.142877,-1.430915,1
54.658374,-2.734415,1
46.193947,8.98715,4
47.5579,7.587908,4
53.962776,-1.077315,1
54.233424,-1.344817,1
54.23348,-1.345128,1
54.23348,-1.345128,1
47.200677,14.74833,4
48.091227,13.561345,4
48.091227,13.561345,4
39.915259,-8.319504,2
40.03102,-8.389906,2
39.916694,-8.322701,2
43.696371,7.285995,4
43.665522,-1.414423,2
57.197725,-6.160154,1
53.217152,6.572722,1
53.217147,6.572719,1
53.217727,6.573191,1
53.217152,6.572722,1
51.569027,0.457561,1
51.570063,0.457238,1
51.568986,0.456194,1
51.569019,0.457297,1
39.296069,23.126788,0
51.570436,0.462052,1
51.570555,0.463111,1
51.571002,0.464061,1
51.571602,0.462522,1
51.571002,0.464061,1
51.570916,0.462275,1
51.570472,0.460472,1
51.570166,0.455688,1
51.578644,0.439972,1
42.181532,2.487823,2
42.18129,2.487577,2
42.18129,2.487577,2
42.181111,2.486944,2
42.180932,2.48762,2
42.181532,2.487823,2
42.181333,2.487931,2
51.50758,-0.127887,1
51.642338,-0.034825,1
51.278008,7.142661,4
48.502391,9.376191,4
38.706879,-9.13644,2
48.149677,11.572333,4
51.466052,-0.425034,1
43.268417,-2.936975,2
43.268417,-2.936975,2
43.268417,-2.936975,2
51.216064,-0.432618,1
40.415011,-3.707812,2
