Longitude,Latitude,Cluster
57.699372,-2.11705,1
57.699427,-2.117084,1
57.698519,-2.123825,1
57.693969,-2.108925,1
46.508973,11.695225,4
55.688843,12.578251,3
43.730499,7.254066,4
43.730786,7.254474,4
43.698728,7.283023,4
55.607359,36.635456,3
38.895041,8.884291,0
41.087389,44.665753,0
41.088173,44.665571,0
51.58822,0.608507,1
52.571911,-0.239639,1
52.571276,-0.237312,1
52.571785,-0.237321,1
48.847825,2.338541,1
55.240541,-6.511412,1
41.383511,2.167338,2
51.605482,-1.748256,1
51.605474,-1.74825,1
51.605469,-1.748246,1
51.605468,-1.748245,1
51.605455,-1.748234,1
51.605417,-1.748203,1
51.604999,-1.745627,1
51.60798,-1.745657,1
51.608581,-1.747171,1
51.608593,-1.747181,1
51.608593,-1.747181,1
51.608609,-1.747186,1
48.689069,6.180828,4
53.744694,-1.450017,1
53.744694,-1.450017,1
53.744694,-1.450017,1
53.744694,-1.450017,1
53.744694,-1.450017,1
53.744694,-1.450017,1
47.376888,8.541694,4
48.20311,4.142929,4
50.492586,-3.77582,1
42.841463,-2.678689,2
42.841479,-2.67884,2
42.842344,-2.676951,2
51.51348,-0.086481,1
51.507969,-0.1165,1
51.511005,-0.117531,1
38.699658,-9.468514,2
38.699852,-9.468217,2
38.728069,-9.475756,2
38.702183,-9.391973,2
56.664935,-4.968942,1
52.097423,4.477143,1
52.097423,4.477143,1
44.442711,26.097217,0
43.610016,1.39353,2
49.71091,0.204484,1
43.393794,-6.802389,2
45.645608,13.095563,4
43.364096,-2.5024,2
45.673083,13.851638,4
45.678688,13.845736,4
45.678863,13.843458,4
45.678863,13.843458,4
45.678688,13.845736,4
45.682399,13.854105,4
43.484391,-1.570894,2
50.638333,5.575883,4
46.273633,13.1917,4
46.210291,13.527588,4
46.212083,13.529366,4
46.214172,13.539147,4
45.53883,13.967275,4
45.557375,13.955372,4
46.210975,13.565211,4
46.217744,13.553011,4
46.218844,13.551491,4
45.566872,13.859677,4
45.572405,13.857933,4
44.837418,-0.580483,2
51.05415,13.735636,3
48.946315,7.774779,4
47.611092,13.043206,4
42.141593,2.542423,2
43.959652,19.386877,0
45.923632,6.867935,4
41.890234,12.49212,0
50.127786,8.659029,4
51.682369,-1.787456,1
41.890234,12.49212,0
51.356048,0.26247,1
41.191411,-1.781458,2
41.191411,-1.781458,2
41.191411,-1.781458,2
41.191411,-1.781458,2
41.890234,12.49212,0
51.682286,-1.78627,1
51.681994,-1.7869,1
49.874766,10.213927,4
51.358028,0.259315,1
51.682194,-1.786409,1
41.890234,12.49212,0
51.682327,-1.787503,1
51.682269,-1.787462,1
51.130035,12.804026,3
53.638011,-2.813831,1
50.179014,6.849449,4
46.062846,13.235317,4
51.114575,17.043338,3
51.114708,17.041427,3
51.508234,-0.128155,1
51.358501,0.263521,1
48.997425,8.401713,4
49.00038,8.401711,4
51.358501,0.263521,1
47.200708,14.748191,4
36.552266,29.422609,0
36.552266,29.422609,0
36.552266,29.422609,0
36.552266,29.422609,0
36.552266,29.422609,0
47.563821,7.600146,4
44.107394,9.72555,4
51.358212,0.264476,1
54.985355,-3.169581,1
54.985438,-3.169689,1
41.890234,12.49212,0
54.985477,-3.169706,1
54.985269,-3.169909,1
43.605644,1.333529,2
54.985255,-3.169839,1
54.985258,-3.17012,1
43.575657,1.315011,2
54.985269,-3.170356,1
54.985188,-3.170167,1
54.9854,-3.169806,1
54.985494,-3.169681,1
54.985444,-3.169803,1
54.9846,-3.173717,1
54.985427,-3.169587,1
54.985761,-3.169764,1
54.985125,-3.169698,1
38.032414,14.016056,0
50.049797,8.564122,4
53.311916,-0.062141,1
49.227617,20.020544,3
41.30631,-4.914729,2
41.30631,-4.914729,2
41.30631,-4.914729,2
41.30631,-4.914729,2
41.30631,-4.914729,2
41.30631,-4.914729,2
41.30631,-4.914729,2
41.30631,-4.914729,2
41.30631,-4.914729,2
41.30631,-4.914729,2
41.30631,-4.914729,2
41.30631,-4.914729,2
41.30631,-4.914729,2
51.982699,6.235985,1
51.50744,-0.12764,1
50.137213,-5.691506,1
41.30631,-4.914729,2
41.30631,-4.914729,2
41.30631,-4.914729,2
41.30631,-4.914729,2
41.30631,-4.914729,2
41.30631,-4.914729,2
43.317824,11.328792,4
43.317824,11.328792,4
53.962544,-1.081953,1
45.485491,12.415386,4
53.251449,10.41314,3
53.251449,10.41314,3
51.499111,-0.154862,1
51.49925,-0.152223,1
45.438205,12.342216,4
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
40.632844,-4.002982,2
51.50736,-0.127801,1
51.207222,3.2275,1
56.139722,25.531944,3
56.139722,25.532777,3
56.139722,25.5325,3
56.139722,25.531944,3
56.141111,25.531111,3
56.139722,25.532777,3
56.139722,25.531944,3
56.091388,25.566944,3
56.139722,25.531944,3
56.139722,25.531944,3
56.14,25.5325,3
56.139637,25.534994,3
55.741175,37.620111,3
45.931202,1.035811,2
53.287204,-0.546591,1
43.216119,5.538016,4
48.855777,2.362933,1
48.855777,2.362933,1
45.931202,1.035811,2
45.931202,1.035811,2
53.713005,-1.913581,1
53.71238,-1.913612,1
53.711191,-1.91322,1
53.710755,-1.900898,1
53.706161,-1.882795,1
39.149563,23.844538,0
41.386589,2.175282,2
45.931202,1.035811,2
45.931202,1.035811,2
46.100791,24.481581,0
51.507607,-0.127683,1
42.63333,11.670666,0
45.496796,7.365067,4
51.50754,-0.128016,1
48.209633,11.618641,4
52.374555,4.900152,1
53.781827,-2.276231,1
53.773827,-2.256037,1
53.745416,-2.181064,1
53.732413,-2.136617,1
53.726941,-2.121445,1
53.72368,-2.112637,1
53.718725,-2.102014,1
53.713886,-2.097864,1
55.69164,13.244243,3
53.7137,-2.097017,1
57.595908,9.975391,3
53.718413,-2.070784,1
53.728822,-2.052248,1
53.741405,-2.015001,1
53.74115,-2.013903,1
